Project Phase Name,Start Date, End Date,Project Duration,Project Budget Amount,EAC,Overrun,Budget overrun / Saved %
Scope,11/07/2018,11/12/2019,518,179240,149890,0,-0.16
Design,13/11/2019,04/02/2021,449,896202,936932,1,0.05
Scope,13/07/2023,08/02/2023,155,3120,2253,0,-0.28
Design,08/02/2023,11/08/2023,184,14040,9010,0,-0.36
Scope,16/10/2018,22/01/2019,98,29395,24677,0,-0.16
Design,30/01/2019,05/06/2020,492,132281,201592,1,0.52
Scope,18/07/2023,08/02/2023,160,3880,1908,0,-0.51
Design,08/02/2023,11/08/2023,184,17460,7633,0,-0.56
Scope,18/10/2018,09/11/2019,387,10680,22321,1,1.09
Design,25/09/2019,13/04/2020,201,48060,65626,1,0.37
Scope,06/03/2022,26/09/2022,204,150072,127190,0,-0.15
Design,30/09/2022,14/04/2023,196,750365,407274,0,-0.46
Scope,05/12/2022,14/11/2022,21,158750,198038,1,0.25
Design,12/07/2022,05/12/2023,511,793750,685276,0,-0.14
Scope,15/03/2024,04/01/2024,71,3831,764,0,-0.80
Design,04/01/2024,16/07/2024,194,17240,3055,0,-0.82
Scope,17/03/2025,17/03/2025,1,2986,394,0,-0.87
Design,17/03/2025,26/08/2025,162,11944,1574,0,-0.87
Design,05/09/2024,13/11/2024,69,18000,9813,0,-0.45
Scope,20/03/2025,26/03/2025,6,5328,323,0,-0.94
Design,26/03/2025,26/08/2025,153,21311,1293,0,-0.94
Design,18/01/2022,04/08/2022,198,92403,95750,1,0.04
Scope,23/12/2021,09/12/2022,351,94564,86823,0,-0.08
Design,13/10/2022,25/04/2023,194,466664,487254,1,0.04
Scope,05/07/2024,09/11/2025,492,17173,21597,1,0.26
Design,14/09/2023,05/06/2024,265,29520,44725,1,0.52
Scope,14/09/2023,02/07/2024,292,506,506,1,0.00
Design,02/09/2024,05/06/2024,89,2148,2148,1,0.00
Scope,31/05/2024,21/07/2025,416,172826,260884,1,0.51
Scope,31/05/2024,21/07/2025,416,14330,14330,1,0.00
Scope,19/12/2023,25/06/2024,189,20400,40867,1,1.00
Design,07/01/2024,01/02/2025,391,95200,89775,0,-0.06
Scope,23/07/2018,11/08/2018,19,131600,166511,1,0.27
Scope,14/02/2019,26/08/2019,193,147899,187365,1,0.27
Design,15/01/2020,29/04/2022,835,739501,490939,0,-0.34
Scope,03/05/2019,10/02/2020,283,164813,255605,1,0.55
Design,12/10/2020,21/04/2022,556,816891,649509,0,-0.20
Scope,10/11/2018,19/04/2019,160,127484,136913,1,0.07
Design,19/04/2019,15/05/2019,26,637422,622723,0,-0.02
Scope,01/05/2024,07/12/2024,220,34470,65284,1,0.89
Design,24/07/2024,31/03/2025,250,160860,92603,0,-0.42
Scope,17/06/2022,28/04/2023,315,27880,40330,1,0.45
Design,05/05/2023,05/12/2023,214,136639,121152,0,-0.11
Scope,18/09/2018,28/04/2023,1683,84394,105823,1,0.25
Design,05/01/2023,02/07/2024,544,396001,603462,1,0.52
Scope,16/03/2016,16/03/2016,1,231000,721890,1,2.13
Design,17/03/2016,19/04/2017,398,924000,2698185,1,1.92
Scope,02/06/2023,04/10/2023,124,202000,191321,0,-0.05
Design,04/11/2023,16/02/2024,104,909000,509071,0,-0.44
Design,18/10/2022,14/02/2023,119,46341,80218,1,0.73
Scope,21/05/2021,18/08/2021,89,37780,78465,1,1.08
Design,15/09/2021,01/12/2022,442,188900,313860,1,0.66
Construction,09/12/2022,30/05/2025,903,4250250,3956343,0,-0.07
Scope,28/05/2021,15/07/2021,48,283140,233461,0,-0.18
Design,16/07/2021,06/07/2022,355,1274130,1664677,1,0.31
Scope,21/12/2018,24/09/2019,277,29978,74130,1,1.47
Design,28/10/2019,18/05/2020,203,149889,325692,1,1.17
Scope,18/05/2017,18/07/2017,61,109022,177807,1,0.63
Design,20/07/2017,19/01/2018,183,426177,565884,1,0.33
Scope,26/01/2021,11/03/2021,44,129522,250243,1,0.93
Design,11/10/2021,05/11/2022,390,639043,552081,0,-0.14
Scope,05/06/2021,16/11/2021,164,2144220,1155068,0,-0.46
Design,17/11/2021,10/08/2024,997,8576880,3040832,0,-0.65
Scope,13/09/2022,13/09/2022,1,68074,61375,0,-0.10
Design,13/09/2022,14/07/2023,304,340372,160782,0,-0.53
Scope,07/01/2022,07/01/2022,1,105550,60915,0,-0.42
Design,07/01/2022,19/12/2022,346,527750,234061,0,-0.56
Scope,28/06/2022,16/11/2022,141,50429,99755,1,0.98
Design,12/09/2022,05/12/2023,449,249209,418665,1,0.68
Scope,29/03/2023,02/05/2024,400,12557,48903,1,2.89
Design,02/05/2024,14/03/2024,49,50227,88876,1,0.77
Design,15/11/2021,31/10/2022,350,49603,79202,1,0.60
Scope,22/05/2023,06/07/2023,45,4537,640,0,-0.86
Design,06/07/2023,30/08/2023,55,20417,2561,0,-0.87
Scope,17/12/2020,06/05/2024,1236,128689,211665,1,0.64
Design,14/06/2024,11/06/2024,3,606356,443443,0,-0.27
Scope,03/02/2021,22/02/2023,749,23316,44160,1,0.89
Design,28/02/2023,31/03/2023,31,115467,159290,1,0.38
Scope,17/09/2020,12/09/2020,5,167950,202819,1,0.21
Design,12/10/2020,08/09/2021,331,839750,822194,0,-0.02
Scope,22/05/2019,20/04/2021,699,113330,123282,1,0.09
Design,21/07/2021,31/10/2022,467,566650,291554,0,-0.49
Scope,31/01/2020,30/04/2020,90,68800,119721,1,0.74
Design,05/04/2020,22/07/2020,108,344000,533291,1,0.55
Scope,22/05/2024,20/09/2024,121,159853,153927,0,-0.04
Design,27/09/2024,15/05/2025,230,745982,347500,0,-0.53
Scope,22/05/2025,09/12/2025,201,250713,51043,0,-0.80
Scope,07/01/2024,07/02/2024,31,4189,1319,0,-0.69
Design,07/02/2024,18/12/2024,315,18848,5277,0,-0.72
Scope,07/06/2022,26/05/2023,353,87871,128662,1,0.46
Design,26/07/2023,13/02/2024,202,428097,389482,0,-0.09
Scope,30/06/2022,29/08/2023,425,61630,125021,1,1.03
Design,18/09/2023,15/02/2024,150,296459,147712,0,-0.50
Scope,30/07/2019,14/11/2019,107,57772,107168,1,0.86
Design,12/02/2019,05/11/2021,997,285216,559564,1,0.96
Scope,18/06/2024,24/06/2024,6,3772,1060,0,-0.72
Design,24/06/2024,18/12/2024,177,16972,4241,0,-0.75
Scope,13/02/2025,28/04/2025,74,21516,21516,1,0.00
Scope,04/06/2021,21/06/2021,17,89280,131748,1,0.48
Design,22/06/2021,11/10/2021,111,446400,619204,1,0.39
Design,28/12/2023,21/05/2024,145,111450,157654,1,0.41
Scope,17/07/2019,08/08/2022,1118,147804,142251,0,-0.04
Design,16/09/2022,05/09/2023,354,730453,500757,0,-0.31
Scope,11/01/2022,15/05/2023,489,25491,98185,1,2.85
Design,30/05/2023,02/05/2024,338,127455,260126,1,1.04
Scope,01/05/2024,06/05/2024,5,46891,46753,0,0.00
Design,17/06/2024,30/04/2025,317,218826,176765,0,-0.19
Scope,31/01/2020,04/07/2020,155,69310,91170,1,0.32
Design,04/08/2020,08/12/2020,126,346550,408238,1,0.18
Scope,14/05/2024,22/10/2024,161,40855,18985,0,-0.54
Design,31/10/2024,16/07/2025,258,190657,90920,0,-0.52
Scope,21/04/2022,13/09/2022,145,21510,32192,1,0.50
Design,28/09/2022,03/03/2023,156,107550,141590,1,0.32
Scope,26/06/2023,25/10/2023,121,12302,20949,1,0.70
Design,26/10/2023,04/10/2024,344,55361,92174,1,0.66
Scope,07/03/2024,04/03/2025,362,118420,175560,1,0.48
Scope,07/03/2024,04/03/2025,362,177,177,1,0.00
Design,06/09/2025,13/08/2025,24,710,710,1,0.00
Scope,25/02/2020,21/09/2021,574,28730,36041,1,0.25
Design,11/10/2021,05/04/2022,176,143650,159924,1,0.11
Scope,25/01/2023,24/05/2023,119,31312,40681,1,0.30
Design,07/10/2023,13/02/2024,129,156560,129555,0,-0.17
Scope,25/01/2023,28/06/2023,154,3852,16629,1,3.32
Design,07/10/2023,13/02/2024,129,17333,29921,1,0.73
Scope,16/10/2018,20/02/2019,127,133778,215680,1,0.61
Design,20/02/2019,30/06/2020,496,660659,908817,1,0.38
Construction,14/07/2021,09/03/2024,969,14153170,14183704,1,0.00
Scope,10/12/2022,20/01/2023,41,22508,78875,1,2.50
Design,02/01/2023,05/09/2023,246,112539,186794,1,0.66
Scope,03/12/2025,13/03/2025,265,4160,1359,0,-0.67
Design,13/03/2025,26/08/2025,166,16642,5438,0,-0.67
Scope,15/06/2023,10/12/2023,178,11100,20351,1,0.83
Design,10/12/2023,19/03/2024,100,49950,73033,1,0.46
Scope,19/10/2018,31/01/2019,104,762293,290297,0,-0.62
Design,02/06/2019,05/08/2024,1891,3788468,4177684,1,0.10
Scope,12/01/2021,19/01/2023,737,139292,213388,1,0.53
Design,20/01/2023,05/12/2023,319,691081,507914,0,-0.27
Scope,30/01/2024,04/02/2024,5,3818,5780,1,0.51
Design,04/02/2024,25/09/2024,234,17181,23118,1,0.35
Scope,02/10/2021,30/09/2022,363,2062074,1805139,0,-0.12
Scope,02/08/2021,03/05/2021,91,18590,73121,1,2.93
Design,03/08/2021,21/07/2022,352,92950,575694,1,5.19
Scope,29/11/2018,26/08/2019,270,86270,120418,1,0.40
Design,28/08/2019,28/04/2020,244,422009,491143,1,0.16
Scope,06/10/2021,22/10/2021,16,170674,219991,1,0.29
Design,11/03/2021,29/04/2022,414,848576,492717,0,-0.42
Scope,28/08/2020,25/01/2021,150,50600,86110,1,0.70
Design,02/03/2021,22/12/2021,295,253000,501830,1,0.98
Design,31/07/2024,17/03/2025,229,30000,63116,1,1.10
Scope,06/09/2025,17/09/2025,11,269107,108182,0,-0.60
Scope,31/05/2023,17/11/2023,170,291793,233508,0,-0.20
Design,22/11/2023,05/06/2024,196,1454172,910485,0,-0.37
Scope,14/02/2024,19/04/2024,65,3152,3876,1,0.23
Design,19/04/2024,25/09/2024,159,14184,15504,1,0.09
Scope,06/09/2023,10/06/2023,88,186305,264537,1,0.42
Design,20/10/2023,19/04/2024,182,919057,516742,0,-0.44
Scope,07/06/2022,18/08/2023,437,47915,138298,1,1.89
Design,09/12/2023,03/07/2024,207,230868,257588,1,0.12
Scope,31/01/2024,04/03/2024,33,3458,118,0,-0.97
Design,04/03/2024,19/09/2024,199,15561,472,0,-0.97
Design,16/12/2024,14/04/2025,119,30000,22257,0,-0.26
Scope,31/01/2024,04/03/2024,33,3523,164,0,-0.95
Design,04/03/2024,19/09/2024,199,15853,656,0,-0.96
Scope,14/06/2023,01/09/2024,445,149220,149877,1,0.00
Design,16/01/2024,05/10/2024,263,746100,943353,1,0.26
Scope,24/06/2022,16/12/2022,175,93351,169751,1,0.82
Design,01/10/2023,05/10/2023,4,462806,390947,0,-0.16
Scope,25/06/2024,08/08/2024,44,4619,2935,0,-0.36
Design,08/08/2024,02/07/2025,328,20786,11739,0,-0.44
Scope,27/06/2024,11/06/2024,16,233750,137481,0,-0.41
Design,18/11/2024,04/02/2025,78,1079123,425200,0,-0.61
Scope,15/06/2023,11/02/2023,124,129163,146252,1,0.13
Design,20/11/2023,18/04/2024,150,636400,352357,0,-0.45
Design,07/09/2024,04/10/2025,392,42141,40154,0,-0.05
Scope,08/08/2024,19/09/2024,42,7763,7763,1,0.00
Design,19/09/2024,04/10/2025,380,18996,18996,1,0.00
Scope,13/07/2023,01/11/2024,477,369498,428975,1,0.16
Design,06/12/2024,03/04/2025,118,1715956,1096879,0,-0.36
Scope,15/06/2023,10/02/2023,125,67150,45316,0,-0.33
Design,17/10/2023,25/04/2024,191,335750,380073,1,0.13
Scope,26/03/2025,26/03/2025,1,2705,1765,0,-0.35
Design,26/03/2025,26/08/2025,153,10821,7062,0,-0.35
Scope,04/10/2025,04/11/2025,31,2981,1428,0,-0.52
Design,04/11/2025,26/08/2025,70,11923,5713,0,-0.52
Scope,27/01/2022,16/11/2022,293,96020,111908,1,0.17
Design,30/11/2022,05/08/2023,248,465818,470724,1,0.01
Design,23/07/2024,12/10/2024,81,202777,134561,0,-0.34
Scope,25/06/2021,25/01/2022,214,622794,462287,0,-0.26
Design,26/01/2022,05/11/2022,283,3106712,1930617,0,-0.38
Scope,06/03/2021,27/10/2021,235,382790,355844,0,-0.07
Design,11/10/2021,05/09/2022,329,1913951,809427,0,-0.58
Construction,19/09/2022,12/06/2024,632,43063875,39466959,0,-0.08
Scope,28/05/2025,19/09/2025,114,48858,61161,1,0.25
Scope,08/05/2019,19/02/2020,287,57509,76695,1,0.33
Design,19/02/2020,14/05/2021,450,277627,369271,1,0.33
Scope,19/01/2023,15/08/2023,208,5065,59589,1,10.76
Design,23/08/2023,05/09/2024,379,22793,49674,1,1.18
Scope,03/02/2021,07/02/2021,4,25326,47812,1,0.89
Design,10/01/2021,08/09/2022,606,126629,114005,0,-0.10
Scope,15/07/2022,30/09/2022,77,811287,66604,0,-0.92
Scope,02/12/2020,19/05/2020,197,77950,145022,1,0.86
Design,19/05/2020,11/05/2020,8,389751,514015,1,0.32
Scope,28/05/2024,06/05/2024,22,3600,1541,0,-0.57
Design,06/05/2024,20/11/2024,198,16200,6162,0,-0.62
Design,15/09/2023,04/10/2024,385,54000,106530,1,0.97
Scope,21/08/2020,27/01/2021,159,55460,73551,1,0.33
Design,02/02/2021,29/06/2021,147,277301,399912,1,0.44
Scope,07/01/2025,17/09/2025,253,123892,147641,1,0.19
Scope,30/05/2024,06/05/2024,24,4000,1397,0,-0.65
Design,06/05/2024,20/11/2024,198,18000,5589,0,-0.69
Scope,29/06/2022,03/01/2023,188,108440,128919,1,0.19
Design,03/02/2023,05/12/2023,305,542200,452047,0,-0.17
Design,17/02/2023,05/12/2023,291,225000,188130,0,-0.16
Scope,26/03/2021,09/08/2021,136,48428,122843,1,1.54
Design,20/09/2021,05/12/2022,441,228254,274389,1,0.20
Design,14/07/2023,03/03/2025,598,73510,71610,0,-0.03
Design,17/04/2024,11/04/2024,6,57000,70724,1,0.24
Design,11/01/2023,20/03/2024,434,12329,12039,0,-0.02
Scope,03/01/2024,10/03/2024,67,48520,140170,1,1.89
Design,30/10/2024,15/04/2025,167,226428,174290,0,-0.23
Scope,06/01/2022,30/08/2022,236,145999,184496,1,0.26
Design,29/09/2022,15/03/2023,167,730000,451994,0,-0.38
Construction,09/05/2023,09/03/2025,670,16425001,15371179,0,-0.06
Design,19/05/2023,16/10/2023,150,69000,74850,1,0.08
Construction,05/09/2024,04/03/2025,180,1012000,542138,0,-0.46
Scope,22/01/2025,16/06/2025,145,25964,56550,1,1.18
Scope,14/05/2025,08/07/2025,55,1575,292,0,-0.81
Scope,03/12/2018,16/10/2018,48,22500,31671,1,0.41
Design,14/11/2018,05/10/2019,325,82500,133846,1,0.62
Scope,18/06/2024,12/11/2024,147,152807,118198,0,-0.23
Design,15/01/2025,07/11/2025,296,708339,283233,0,-0.60
Design,18/10/2023,12/02/2024,117,126000,135841,1,0.08
Scope,06/11/2019,27/11/2019,21,235000,244756,1,0.04
Design,03/04/2021,05/06/2022,428,1175000,1149837,0,-0.02
Scope,01/05/2022,19/01/2023,263,24690,69755,1,1.83
Design,24/01/2023,15/03/2023,50,122212,285454,1,1.34
Scope,30/11/2022,30/11/2023,365,61605,77014,1,0.25
Design,30/11/2023,23/04/2024,145,307087,460239,1,0.50
Design,07/01/2024,13/11/2024,311,60455,54090,0,-0.11
Scope,06/01/2022,15/09/2022,252,211895,160620,0,-0.24
Design,28/09/2022,27/04/2023,211,1059470,491816,0,-0.54
Design,31/08/2023,12/06/2023,80,84000,75400,0,-0.10
Scope,23/05/2019,27/11/2019,188,59160,55817,0,-0.06
Design,01/03/2020,26/09/2022,939,295800,230631,0,-0.22
Design,01/10/2024,07/12/2024,67,90120,122069,1,0.35
Scope,23/07/2019,10/10/2019,79,13205,17717,1,0.34
Design,22/10/2019,06/08/2020,289,66023,83088,1,0.26
Scope,25/02/2020,25/03/2021,394,50050,44939,0,-0.10
Design,06/07/2021,12/07/2021,6,234927,231516,0,-0.01
Scope,02/04/2019,09/10/2019,190,40883,26674,0,-0.35
Design,16/03/2021,17/12/2021,276,199691,206038,1,0.03
Scope,12/04/1982,14/04/2006,8768,48840,26055,0,-0.47
Design,18/04/1952,22/10/2014,22832,195360,306340,1,0.57
Scope,12/10/2020,06/09/2021,329,10487,43705,1,3.17
Design,14/06/2021,27/10/2021,135,52434,68933,1,0.31
Scope,01/11/2024,01/11/2024,1,2784,1950,0,-0.30
Design,20/03/2024,16/07/2024,118,12528,7803,0,-0.38
Scope,18/01/2024,04/02/2024,17,3276,2265,0,-0.31
Design,04/02/2024,16/07/2024,163,14742,9064,0,-0.39
Scope,25/05/2023,26/09/2023,124,30980,99229,1,2.20
Design,10/05/2023,03/06/2024,390,154902,158017,1,0.02
Scope,31/08/2023,11/07/2023,51,5690,3406,0,-0.40
Design,11/07/2023,24/01/2024,197,25603,13625,0,-0.47
Scope,12/12/2023,28/08/2025,625,43005,140391,1,2.26
Scope,01/09/2024,22/03/2024,163,3030,1787,0,-0.41
Design,22/03/2024,13/08/2024,144,13635,7152,0,-0.48
Scope,01/11/2024,01/11/2024,1,3030,1548,0,-0.49
Design,21/03/2024,13/08/2024,145,13635,6194,0,-0.55
Scope,28/02/2025,03/06/2025,95,4668,1602,0,-0.66
Design,03/06/2025,19/08/2025,77,18670,6409,0,-0.66
Scope,21/07/2022,27/12/2022,159,37670,81602,1,1.17
Design,01/04/2023,05/03/2023,27,188350,138329,0,-0.27
Scope,29/08/2023,11/07/2023,49,5170,1863,0,-0.64
Design,11/07/2023,24/01/2024,197,23267,7451,0,-0.68
Scope,13/05/2025,23/09/2025,133,129550,84408,0,-0.35
Scope,26/09/2023,27/09/2023,1,4582,1424,0,-0.69
Design,27/09/2023,20/03/2024,175,20621,5696,0,-0.72
Scope,27/06/2022,10/06/2022,17,257257,324444,1,0.26
Design,19/10/2022,05/03/2023,137,1286286,468887,0,-0.64
Scope,18/09/2019,05/04/2021,565,28328,94375,1,2.33
Design,13/05/2021,02/07/2022,415,141640,213851,1,0.51
Scope,02/06/2019,15/11/2019,166,154000,158270,1,0.03
Design,23/01/2020,05/10/2022,986,770000,922720,1,0.20
Construction,08/10/2022,31/03/2025,905,17325001,17484527,1,0.01
Scope,24/02/2025,03/06/2025,99,5551,2066,0,-0.63
Design,03/06/2025,19/08/2025,77,22204,8262,0,-0.63
Scope,14/08/2023,27/10/2023,74,11560,25689,1,1.22
Design,30/10/2023,13/03/2024,135,52020,52430,1,0.01
Scope,06/07/2019,09/01/2021,553,112240,260257,1,1.32
Design,29/09/2021,05/09/2024,1072,561200,686906,1,0.22
Scope,02/01/2023,02/06/2023,151,7639,5242,0,-0.31
Design,02/06/2023,05/03/2023,89,34375,20970,0,-0.39
Scope,03/05/2025,03/06/2025,31,4456,1745,0,-0.61
Design,03/06/2025,19/08/2025,77,17825,6980,0,-0.61
Scope,17/09/2021,26/01/2022,131,104244,170684,1,0.64
Design,23/02/2022,12/07/2022,139,521220,565413,1,0.08
Scope,15/04/2024,19/04/2024,4,3654,1510,0,-0.59
Design,19/04/2024,09/11/2024,204,16444,6040,0,-0.63
Scope,07/07/2023,20/11/2023,136,54000,146478,1,1.71
Design,21/11/2023,05/06/2024,197,270000,356465,1,0.32
Scope,01/10/2023,06/05/2023,148,87240,94292,1,0.08
Design,21/06/2023,29/08/2024,435,436196,241319,0,-0.45
Scope,30/06/2023,11/01/2023,170,11700,21911,1,0.87
Design,11/02/2023,30/04/2024,444,52650,99342,1,0.89
Scope,06/02/2022,23/09/2022,229,140809,230978,1,0.64
Design,27/09/2022,19/04/2023,204,702158,541297,0,-0.23
Scope,17/04/2024,24/04/2024,7,4389,1617,0,-0.63
Design,24/04/2024,09/11/2024,199,19751,6466,0,-0.67
Scope,24/07/2024,24/01/2025,184,630312,396417,0,-0.37
Scope,17/04/2024,05/01/2024,103,3737,1295,0,-0.65
Design,05/01/2024,09/11/2024,309,16815,5179,0,-0.69
Scope,04/02/2025,14/04/2025,69,3725,2050,0,-0.45
Design,14/04/2025,19/08/2025,127,14900,8201,0,-0.45
Scope,22/09/2023,24/10/2023,32,5074,1375,0,-0.73
Design,24/10/2023,20/12/2023,57,22833,5500,0,-0.76
Scope,22/02/2022,24/06/2022,122,6362,30398,1,3.78
Design,11/03/2022,05/03/2023,359,23326,17831,0,-0.24
Scope,27/01/2023,29/08/2023,214,1229210,1064961,0,-0.13
Design,10/05/2023,13/05/2024,369,6146050,2628351,0,-0.57
Scope,20/06/2023,11/02/2023,129,1047795,388207,0,-0.63
Design,27/12/2023,13/05/2024,138,4882011,864555,0,-0.82
Scope,03/09/2023,25/10/2023,52,549000,704970,1,0.28
Design,30/10/2023,15/05/2024,198,2745000,1864413,0,-0.32
Scope,25/10/2023,25/10/2023,1,19252,21804,1,0.13
Design,25/10/2023,04/08/2024,284,96262,87497,0,-0.09
Construction,07/08/2024,06/05/2025,272,2165888,2874743,1,0.33
Scope,23/06/2023,18/10/2023,117,15100,26561,1,0.76
Design,14/11/2023,15/05/2024,183,75500,111734,1,0.48
Scope,20/08/2024,30/07/2025,344,76246,107305,1,0.41
Scope,25/10/2022,20/07/2023,268,53682,69479,1,0.29
Design,08/02/2023,17/04/2024,434,250136,531158,1,1.12
Scope,04/09/2021,08/03/2021,180,12644,37847,1,1.99
Scope,06/06/2022,23/09/2022,109,218830,266606,1,0.22
Design,27/09/2022,27/04/2023,212,1094151,555504,0,-0.49
Scope,03/01/2024,04/04/2024,92,3260,2430,0,-0.25
Design,04/04/2024,25/09/2024,174,14670,9720,0,-0.34
Design,04/10/2024,23/08/2024,42,63000,93185,1,0.48
Scope,11/01/2022,13/04/2023,457,1274220,723174,0,-0.43
Design,14/04/2023,05/01/2024,266,5733990,2826397,0,-0.51
Scope,28/03/2024,19/04/2024,22,3520,3680,1,0.05
Design,19/04/2024,25/09/2024,159,15840,14719,0,-0.07
Scope,10/12/2023,21/10/2024,316,83683,132471,1,0.58
Design,22/10/2024,06/11/2025,380,388723,140818,0,-0.64
Scope,22/09/2016,19/04/2023,2400,239660,257660,1,0.08
Design,20/04/2023,05/09/2023,138,1198300,929256,0,-0.22
Design,04/12/2024,14/04/2025,131,51001,68209,1,0.34
Scope,19/04/2024,29/01/2025,285,40366,40366,1,0.00
Scope,18/06/2019,31/12/2019,196,105581,165243,1,0.57
Design,01/08/2020,30/06/2020,32,521856,418601,0,-0.20
Scope,30/06/2017,28/10/2021,1581,262426,423564,1,0.61
Design,18/11/2021,26/04/2022,159,1293602,1575545,1,0.22
Scope,06/05/2023,17/10/2023,164,39044,65004,1,0.66
Design,24/10/2023,13/08/2024,294,179092,165865,0,-0.07
Design,05/03/2021,05/12/2021,275,4680,154,0,-0.97
Design,16/10/2023,28/02/2024,135,30000,5985,0,-0.80
Construction,10/10/2024,23/07/2025,286,440000,381633,0,-0.13
Scope,27/01/2021,12/01/2021,15,67750,96568,1,0.43
Design,12/02/2021,31/08/2022,565,338750,356765,1,0.05
Scope,06/10/2024,10/04/2024,179,111605,130982,1,0.17
Design,22/11/2024,04/02/2025,74,502169,334737,0,-0.33
Scope,15/06/2021,10/04/2021,66,204217,268856,1,0.32
Design,10/12/2021,04/06/2022,176,1017869,524117,0,-0.49
Scope,15/05/2024,21/05/2024,6,3880,2900,0,-0.25
Design,21/05/2024,11/07/2024,51,17460,11601,0,-0.34
Design,28/01/2025,04/11/2025,280,60000,171963,1,1.87
Scope,07/01/2024,14/11/2024,312,187005,134913,0,-0.28
Design,26/11/2024,28/03/2025,122,872689,254609,0,-0.71
Scope,02/11/2020,11/03/2021,129,233776,235597,1,0.01
Design,11/08/2021,30/09/2022,415,1164456,729876,0,-0.37
Scope,21/03/2023,12/12/2023,266,23958,28776,1,0.20
Design,13/12/2023,04/11/2024,327,117330,94003,0,-0.20
Design,11/07/2024,24/04/2025,287,52745,99634,1,0.89
Design,03/11/2025,24/04/2025,193,16590,816,0,-0.95
Scope,23/05/2024,29/05/2024,6,4140,2904,0,-0.30
Design,29/05/2024,11/07/2024,43,18630,11616,0,-0.38
Scope,29/06/2023,01/11/2024,491,19340,25514,1,0.32
Design,01/12/2024,31/05/2024,184,77360,100238,1,0.30
Scope,05/06/2025,05/06/2025,1,4855,348,0,-0.93
Scope,19/01/2024,25/03/2024,66,19580,31099,1,0.59
Design,04/03/2024,12/12/2024,283,78320,169452,1,1.16
Scope,24/05/2023,16/06/2023,23,4223,724,0,-0.83
Design,16/06/2023,30/08/2023,75,19003,2898,0,-0.85
Scope,30/05/2025,09/10/2025,132,315998,49384,0,-0.84
Scope,28/05/2015,15/10/2015,140,7800,13872,1,0.78
Design,17/02/2016,17/10/2016,243,28600,106761,1,2.73
Scope,23/05/2025,29/05/2025,6,3095,168,0,-0.95
Design,17/07/2023,16/02/2024,214,39268,35395,0,-0.10
Scope,01/10/2023,25/04/2023,159,102004,94780,0,-0.07
Design,15/05/2023,11/07/2023,57,501798,652480,1,0.30
Design,21/11/2023,04/05/2024,165,30000,43948,1,0.46
Scope,11/07/2024,05/02/2025,209,1685653,1295744,0,-0.23
Scope,06/06/2023,06/06/2023,1,40607,180775,1,3.45
Design,13/06/2023,11/08/2023,59,203037,249397,1,0.23
Scope,16/04/2024,09/10/2024,176,2148060,1317989,0,-0.39
Design,09/11/2024,14/04/2025,156,8592240,4910645,0,-0.43
Scope,15/04/2024,15/04/2024,1,7427,395,0,-0.95
Design,16/04/2024,20/05/2024,34,29708,1579,0,-0.95
Scope,15/04/2024,15/04/2024,1,272490,291887,1,0.07
Design,16/04/2024,20/12/2024,248,1271618,398536,0,-0.69
Scope,07/11/2024,03/06/2025,208,380418,296222,0,-0.22
Scope,31/05/2019,13/12/2019,196,54000,46070,0,-0.15
Design,14/01/2020,05/11/2021,661,270000,247422,0,-0.08
Scope,07/09/2019,02/12/2020,452,30510,62317,1,1.04
Design,02/12/2020,06/03/2021,94,152550,328408,1,1.15
Scope,06/04/2019,07/12/2019,245,11889,2293,0,-0.81
Design,07/12/2019,27/08/2021,629,53501,77981,1,0.46
Scope,15/06/2021,27/10/2021,134,37080,142560,1,2.84
Design,12/08/2021,05/11/2022,450,185400,336345,1,0.81
Construction,07/11/2022,31/10/2024,724,4171500,3892477,0,-0.07
Scope,31/01/2022,03/08/2024,915,286994,340271,1,0.19
Design,03/12/2024,12/03/2024,266,1408542,726683,0,-0.48
Scope,30/06/2022,06/01/2023,190,296709,312909,1,0.05
Design,06/12/2023,12/12/2023,6,1477044,679169,0,-0.54
Scope,01/12/2021,25/08/2022,267,178605,242107,1,0.36
Design,26/08/2022,04/05/2023,251,892900,852824,0,-0.04
Scope,26/04/1954,22/02/2017,22948,175400,69856,0,-0.60
Design,29/04/1955,08/08/2024,25304,789300,719097,0,-0.09
Scope,02/05/2024,22/07/2024,81,15298,29485,1,0.93
Design,13/08/2024,16/04/2025,246,71392,88867,1,0.24
Scope,29/04/2025,30/04/2025,1,160,160,1,0.00
Design,30/04/2025,26/08/2025,118,640,640,1,0.00
Scope,09/05/2019,22/06/2021,775,115935,142083,1,0.23
Design,07/12/2021,25/01/2022,49,572050,389429,0,-0.32
Construction,13/06/2022,14/04/2025,1036,12211563,11838159,0,-0.03
Scope,19/07/2022,08/04/2022,102,5380,1794,0,-0.67
Design,08/04/2022,01/11/2023,572,24210,7175,0,-0.70
Design,09/12/2024,14/04/2025,126,60000,60442,1,0.01
Scope,18/03/2024,04/10/2024,200,3679,2965,0,-0.19
Design,04/10/2024,22/08/2024,43,16554,11860,0,-0.28
Scope,20/05/2021,16/12/2022,575,226905,303069,1,0.34
Design,25/01/2023,21/03/2025,786,1076370,1110573,1,0.03
Scope,02/03/2020,19/05/2020,78,125407,136652,1,0.09
Design,20/05/2020,08/03/2020,73,609827,500806,0,-0.18
Scope,03/08/2024,22/07/2024,12,44506,76861,1,0.73
